1,google.com
2,microsoft.com
3,www.google.com
4,data.microsoft.com
5,facebook.com
6,windowsupdate.com
7,ctldl.windowsupdate.com
8,doubleclick.net
9,g.doubleclick.net
10,events.data.microsoft.com
11,safebrowsing.googleapis.com
12,live.com
13,settings-win.data.microsoft.com
14,googleads.g.doubleclick.net
15,netflix.com
16,clientservices.googleapis.com
17,ftl.netflix.com
18,prod.ftl.netflix.com
19,youtube.com
20,api-global.netflix.com
21,update.googleapis.com
22,nrdp.prod.ftl.netflix.com
23,officeapps.live.com
24,googleusercontent.com
25,www.googleapis.com
26,www.facebook.com
27,google-analytics.com
28,fbcdn.net
29,mtalk.google.com
30,www.youtube.com
31,bing.com
32,graph.facebook.com
33,v10.events.data.microsoft.com
34,mp.microsoft.com
35,www.google-analytics.com
36,clients4.google.com
37,ytimg.com
38,apple.com
39,i.ytimg.com
40,nexusrules.officeapps.live.com
41,office.com
42,play.googleapis.com
43,fonts.googleapis.com
44,microsoftonline.com
45,digicert.com
46,login.microsoftonline.com
47,login.live.com
48,accounts.google.com
49,ocsp.digicert.com
50,googlesyndication.com
51,prod.netflix.com
52,push.prod.netflix.com
53,play.google.com
54,googleadservices.com
55,aria.microsoft.com
56,pipe.aria.microsoft.com
57,office365.com
58,weather.microsoft.com
59,skype.com
60,fna.fbcdn.net
61,googlevideo.com
62,xx.fbcdn.net
63,tile-service.weather.microsoft.com
64,www.bing.com
65,amazonaws.com
66,gvt2.com
67,adservice.google.com
68,googletagmanager.com
69,www.googletagmanager.com
70,www.googleadservices.com
71,msn.com
72,outlook.office365.com
73,windows.net
74,dsp.mp.microsoft.com
75,pagead2.googlesyndication.com
76,clients.google.com
77,android.clients.google.com
78,app-measurement.com
79,stats.g.doubleclick.net
80,self.events.data.microsoft.com
81,qq.com
82,ggpht.com
83,content-autofill.googleapis.com
84,akadns.net
85,securepubads.g.doubleclick.net
86,akamaiedge.net
87,icloud.com
88,teams.microsoft.com
89,lh3.googleusercontent.com
90,gcp.gvt2.com
91,beacons.gcp.gvt2.com
92,com.akadns.net
93,yahoo.com
94,oauthaccountmanager.googleapis.com
95,tpc.googlesyndication.com
96,edge.skype.com
97,windows.com
98,config.edge.skype.com
99,youtubei.googleapis.com
100,opendns.com
101,roaming.officeapps.live.com
102,android.googleapis.com
103,yt3.ggpht.com
104,facebook.net
105,connect.facebook.net
106,edge-mqtt.facebook.com
107,config.teams.microsoft.com
108,browser.pipe.aria.microsoft.com
109,apis.google.com
110,do.dsp.mp.microsoft.com
111,prod.do.dsp.mp.microsoft.com
112,itunes.apple.com
113,www.apple.com
114,hicloud.com
115,push.apple.com
116,msedge.net
117,clients2.google.com
118,scontent.xx.fbcdn.net
119,ntp.org
120,pool.ntp.org
121,office.net
122,ls.apple.com
123,clients6.google.com
124,go.microsoft.com
125,mobile.pipe.aria.microsoft.com
126,aaplimg.com
127,ichnaea.netflix.com
128,identrust.com
129,presence.teams.microsoft.com
130,amazon.com
131,mail.google.com
132,b-graph.facebook.com
133,cloudflare.com
134,g.aaplimg.com
135,crl.identrust.com
136,scorecardresearch.com
137,arc.msn.com
138,update.microsoft.com
139,apple-dns.net
140,mqtt-mini.facebook.com
141,beacons.gvt2.com
142,outlook.office.com
143,fe.apple-dns.net
144,storage.googleapis.com
145,dsce9.akamaiedge.net
146,substrate.office.com
147,ad.doubleclick.net
148,sb.scorecardresearch.com
149,static.xx.fbcdn.net
150,www.icloud.com
151,outlook.com
152,ecs.office.com
153,instagram.com
154,core.windows.net
155,web.facebook.com
156,ogs.google.com
157,adnxs.com
158,delivery.mp.microsoft.com
159,gvt1.com
160,googletagservices.com
161,www.googletagservices.com
162,blob.core.windows.net
163,l.google.com
164,twitter.com
165,v20.events.data.microsoft.com
166,akamaized.net
167,id.google.com
168,msftncsi.com
169,login.windows.net
170,lh5.googleusercontent.com
171,checkappexec.microsoft.com
172,adsrvr.org
173,akamai.net
174,baidu.com
175,res.office365.com
176,doh.opendns.com
